mean_overlapping_bboxes,class_acc,loss_rpn_cls,loss_rpn_regr,loss_class_cls,loss_class_regr,curr_loss,elapsed_time,mAP
10.3,0.979,0.157,0,0.059,0.011,0.07,1.431,0
9.79,0.977,0.123,0,0.061,0.012,0.073,1.424,0
9.74,0.979,0.134,0,0.051,0.009,0.06,1.446,0
9.875,0.978,0.149,0,0.055,0.01,0.066,1.439,0
10.345,0.972,0.123,0,0.083,0.011,0.094,1.451,0
10.08,0.976,0.133,0,0.062,0.012,0.075,1.457,0
10.135,0.981,0.182,0,0.056,0.012,0.068,1.465,0
9.52,0.975,0.091,0,0.063,0.011,0.074,1.474,0
9.865,0.982,0.16,0,0.046,0.01,0.057,1.493,0
10.26,0.98,0.128,0,0.053,0.011,0.064,1.534,0
10.205,0.978,0.145,0,0.057,0.01,0.067,1.544,0
9.765,0.979,0.123,0,0.057,0.011,0.068,1.532,0
10.215,0.981,0.164,0,0.052,0.011,0.063,1.548,0
10.16,0.969,0.163,0,0.085,0.012,0.098,1.529,0
10.315,0.979,0.099,0,0.057,0.01,0.068,1.436,0
9.925,0.979,0.163,0,0.058,0.01,0.068,1.43,0
9.83,0.981,0.133,0,0.055,0.01,0.065,1.441,0
10.025,0.975,0.113,0,0.064,0.012,0.077,1.422,0
10.03,0.976,0.142,0,0.065,0.011,0.077,1.435,0
10.165,0.975,0.15,0,0.063,0.01,0.074,1.433,0
10.515,0.978,0.109,0,0.056,0.01,0.067,1.436,0
10.295,0.98,0.112,0,0.056,0.011,0.067,1.425,0
10.29,0.979,0.126,0,0.056,0.011,0.067,1.434,0
9.85,0.979,0.143,0,0.057,0.011,0.068,1.441,0
9.585,0.977,0.134,0,0.058,0.01,0.068,1.442,0
10.165,0.98,0.13,0,0.058,0.01,0.068,1.453,0
10.14,0.973,0.165,0,0.069,0.011,0.081,1.449,0
10.17,0.98,0.14,0,0.051,0.011,0.062,1.467,0
10.525,0.978,0.14,0,0.062,0.01,0.073,1.467,0
10.255,0.98,0.145,0,0.054,0.01,0.064,1.464,0
10.12,0.98,0.13,0,0.056,0.011,0.068,1.462,0
10.135,0.979,0.131,0,0.058,0.011,0.07,1.48,0
9.965,0.978,0.095,0,0.062,0.011,0.073,1.489,0
10.13,0.979,0.15,0,0.053,0.01,0.063,1.531,0
10.445,0.974,0.157,0,0.075,0.012,0.087,1.543,0
10.01,0.982,0.208,0,0.05,0.012,0.062,1.544,0
10.525,0.975,0.174,0,0.067,0.011,0.078,1.542,0
10.505,0.979,0.145,0,0.053,0.01,0.063,1.407,0
9.92,0.98,0.13,0,0.055,0.01,0.066,1.404,0
10.315,0.979,0.124,0,0.056,0.01,0.067,1.399,0
10.215,0.979,0.135,0,0.06,0.012,0.072,1.406,0
9.905,0.982,0.143,0,0.05,0.011,0.061,1.406,0
10.28,0.982,0.138,0,0.047,0.01,0.058,1.415,0
10.56,0.977,0.147,0,0.06,0.01,0.07,1.432,0
9.825,0.981,0.124,0,0.054,0.009,0.063,1.419,0
9.895,0.981,0.15,0,0.051,0.009,0.061,1.411,0
9.98,0.982,0.127,0,0.048,0.009,0.058,1.419,0
10.245,0.979,0.098,0,0.053,0.009,0.063,1.426,0
10.3,0.979,0.094,0,0.055,0.011,0.067,1.439,0
10.63,0.98,0.168,0,0.055,0.01,0.066,1.439,0
11.085,0.974,0.109,0,0.066,0.01,0.076,1.445,0
10.06,0.981,0.168,0,0.055,0.011,0.066,1.449,0
10.79,0.975,0.169,0,0.073,0.012,0.086,1.464,0
10.695,0.977,0.144,0,0.061,0.011,0.073,1.483,0
10.135,0.979,0.163,0,0.058,0.009,0.068,1.489,0
10.68,0.978,0.142,0,0.054,0.011,0.065,1.501,0
10.34,0.977,0.14,0,0.063,0.011,0.075,1.534,0
10.375,0.972,0.164,0,0.076,0.011,0.087,1.541,0
10.195,0.973,0.122,0,0.075,0.011,0.086,1.553,0
10.49,0.969,0.157,0.001,0.085,0.013,0.099,1.548,0
10.76,0.976,0.145,0,0.061,0.011,0.072,1.485,0
10.53,0.981,0.135,0,0.053,0.01,0.064,1.431,0
10.555,0.979,0.123,0,0.057,0.01,0.067,1.416,0
10.435,0.978,0.148,0,0.06,0.009,0.069,1.415,0
10.22,0.981,0.139,0,0.051,0.01,0.062,1.422,0
10.225,0.978,0.154,0,0.055,0.01,0.066,1.414,0
10.045,0.982,0.112,0,0.051,0.01,0.061,1.418,0
10.2,0.977,0.107,0,0.057,0.011,0.068,1.424,0
10.08,0.978,0.146,0,0.06,0.012,0.072,1.415,0
9.325,0.978,0.14,0,0.063,0.011,0.074,1.427,0
10.205,0.981,0.135,0,0.052,0.011,0.064,1.433,0
10.28,0.979,0.149,0,0.057,0.01,0.067,1.431,0
10.39,0.981,0.128,0,0.052,0.01,0.063,1.442,0
10.245,0.979,0.142,0,0.059,0.011,0.069,1.439,0
9.81,0.98,0.129,0,0.051,0.01,0.061,1.436,0
9.885,0.98,0.127,0,0.056,0.01,0.066,1.437,0
9.96,0.982,0.152,0,0.05,0.01,0.06,1.436,0
10.185,0.976,0.105,0,0.059,0.011,0.071,1.451,0
10.24,0.977,0.141,0,0.058,0.01,0.068,1.459,0
10.48,0.976,0.128,0,0.066,0.01,0.077,1.477,0
10.305,0.98,0.133,0,0.057,0.01,0.068,1.507,0
10.195,0.965,0.119,0,0.106,0.013,0.12,1.542,0
10.2,0.979,0.128,0,0.061,0.011,0.073,1.544,0
10.135,0.982,0.148,0,0.051,0.009,0.061,1.518,0
10.14,0.981,0.165,0,0.049,0.009,0.059,1.419,0
9.825,0.978,0.173,0,0.058,0.009,0.068,1.428,0
10.15,0.981,0.165,0,0.05,0.009,0.059,1.432,0
10,0.969,0.157,0,0.083,0.013,0.097,1.419,0
10.01,0.968,0.112,0,0.079,0.012,0.091,1.405,0
10.345,0.966,0.139,0,0.1,0.012,0.112,1.411,0
10.265,0.979,0.123,0,0.056,0.011,0.067,1.422,0
10.2,0.982,0.152,0,0.057,0.01,0.067,1.443,0
9.67,0.979,0.094,0,0.054,0.009,0.064,1.434,0
9.895,0.982,0.135,0,0.049,0.01,0.059,1.418,0
10.375,0.98,0.125,0,0.054,0.009,0.064,1.426,0
9.945,0.983,0.15,0,0.049,0.01,0.059,1.438,0
10.055,0.981,0.128,0,0.051,0.009,0.06,1.448,0
10.11,0.981,0.157,0,0.056,0.01,0.067,1.451,0
